CustomerID,Age,EmploymentYears,CreditScore,AnnualIncome,LoanAmount,InterestRate,LoanTerm,ExistingLoans,DebtToIncomeRatio,CollateralValue,Risk,LoanToIncomeRatio,MonthlyIncome,EstimatedEMI,EMIBurden,CollateralCoverage,IncomePerLoan,CreditQuality
11,31,7,792,1290763,2469132,12.93,120,2,0.79,7591358,0,1.912924371089038,107563.58333333333,20576.1,0.1912924371089038,3.074504724737276,430254.3333333333,0.9317647058823529
12,25,4,366,840901,4664881,8.92,360,2,0.24,4584908,0,5.547479429802081,70075.08333333333,12958.002777777778,0.18491598099340273,0.9828563686833598,280300.3333333333,0.43058823529411766
13,42,14,832,2093960,1835392,15.47,36,5,0.7,3833300,0,0.8765172209593306,174496.66666666666,50983.11111111111,0.29217240698644353,2.0885456621800684,348993.3333333333,0.9788235294117648
14,32,4,380,2193350,2852467,17.27,120,1,0.64,2178993,1,1.300506987028974,182779.16666666666,23770.558333333334,0.1300506987028974,0.7638977067920505,1096675.0,0.4470588235294118
15,27,1,602,1944373,1984812,13.77,180,3,0.84,1981217,1,1.0207979641766265,162031.08333333334,11026.733333333334,0.0680531976117751,0.9981887453320516,486093.25,0.7082352941176471
16,36,8,585,1508613,1149662,13.03,60,0,0.17,5633547,0,0.7620655529284184,125717.75,19161.033333333333,0.15241311058568366,4.900176747600599,1508613.0,0.6882352941176471
17,28,2,460,2381302,3164976,7.32,120,3,0.34,4252198,0,1.3290947557260693,198441.83333333334,26374.8,0.1329094755726069,1.343516664897301,595325.5,0.5411764705882353
18,58,12,722,772980,2900884,12.16,12,4,0.15,3282248,0,3.752857771223059,64415.0,241740.33333333334,3.752857771223059,1.1314647535027254,154596.0,0.8494117647058823
19,49,7,323,2782838,995327,9.86,120,0,0.27,9725346,0,0.3576661666974506,231903.16666666666,8294.391666666666,0.03576661666974506,9.771005910620328,2782838.0,0.38
20,58,8,654,465742,3348683,15.4,360,0,0.58,9722630,0,7.189995748719248,38811.833333333336,9301.897222222222,0.23966652495730825,2.9034190456367472,465742.0,0.7694117647058824
21,37,3,550,2871122,4208670,17.27,60,2,0.73,6268937,1,1.4658624746701812,239260.16666666666,70144.5,0.29317249493403624,1.4895292337009078,957040.6666666666,0.6470588235294118
22,49,13,315,2791527,2695225,14.37,36,0,0.41,2631581,0,0.9655020352660032,232627.25,74867.36111111111,0.3218340117553344,0.9763863870363327,2791527.0,0.37058823529411766
23,29,0,767,390291,265025,16.56,240,3,0.58,7609738,0,0.679044610303594,32524.25,1104.2708333333333,0.0339522305151797,28.713283652485615,97572.75,0.9023529411764706
24,65,36,575,1685720,4167053,7.88,48,1,0.51,6084492,1,2.471972213653513,140476.66666666666,86813.60416666667,0.6179930534133783,1.460142695569267,842860.0,0.6764705882352942
25,65,26,714,1633696,483135,11.89,240,3,0.28,9533912,0,0.2957312743619376,136141.33333333334,2013.0625,0.014786563718096878,19.733432684446377,408424.0,0.84
26,24,3,401,1958200,3263789,17.29,240,3,0.85,8513764,1,1.6667291390052088,163183.33333333334,13599.120833333332,0.08333645695026043,2.60855220726585,489550.0,0.4717647058823529
27,62,1,434,2064329,4939907,8.97,12,5,0.44,862254,1,2.392984354722527,172027.41666666666,411658.9166666667,2.3929843547225276,0.17454863016651934,344054.8333333333,0.5105882352941177
28,63,38,336,1300625,3751296,7.83,360,4,0.16,8337095,1,2.8842256607400287,108385.41666666667,10420.266666666666,0.09614085535800096,2.222457252107005,260125.0,0.3952941176470588
29,31,0,752,1631297,4650310,11.29,60,1,0.14,540797,0,2.850682616347606,135941.41666666666,77505.16666666667,0.5701365232695212,0.11629267726237606,815648.5,0.8847058823529412
30,23,2,576,1789729,1437801,13.57,48,2,0.17,650633,0,0.8033624084987169,149144.08333333334,29954.1875,0.2008406021246792,0.45251950721970563,596576.3333333334,0.6776470588235294
31,62,36,756,1673287,3937663,9.22,180,2,0.59,1872598,1,2.3532502194781886,139440.58333333334,21875.905555555557,0.15688334796521258,0.47556075773879075,557762.3333333334,0.8894117647058823
32,46,19,507,337047,4773163,10.79,360,1,0.4,6760009,0,14.161713351550377,28087.25,13258.78611111111,0.4720571117183459,1.4162535408910193,168523.5,0.5964705882352941
33,61,10,348,1659967,2414441,14.32,48,4,0.18,112878,1,1.4545114451070413,138330.58333333334,50300.854166666664,0.3636278612767603,0.046751194168753764,331993.4,0.40941176470588236
34,27,3,571,2635679,1896446,10.52,360,1,0.67,6236542,0,0.7195284402994446,219639.91666666666,5267.905555555555,0.02398428134331482,3.2885418303500336,1317839.5,0.6717647058823529
35,47,13,791,2914606,4850548,10.49,36,1,0.49,7965396,0,1.664220824358421,242883.83333333334,134737.44444444444,0.5547402747861403,1.642164143103006,1457303.0,0.9305882352941176
36,65,43,781,1986275,4066566,7.13,12,3,0.14,9830918,0,2.0473328214874575,165522.91666666666,338880.5,2.047332821487458,2.4174986954595106,496568.75,0.9188235294117647
37,61,0,769,1475732,3838852,10.2,12,0,0.6,3569209,0,2.6013205649806332,122977.66666666667,319904.3333333333,2.6013205649806332,0.9297594697581465,1475732.0,0.9047058823529411
38,50,20,577,1985608,1850675,13.11,60,5,0.55,3910459,1,0.9320444921656238,165467.33333333334,30844.583333333332,0.18640889843312475,2.1129906655679687,330934.6666666667,0.6788235294117647
39,63,18,476,703126,1764703,9.86,24,2,0.85,1939392,1,2.509796252734218,58593.833333333336,73529.29166666667,1.2548981263671093,1.098990595017972,234375.33333333334,0.56
40,37,11,690,1103675,4255351,15.96,24,2,0.28,6699004,0,3.8556196344032436,91972.91666666667,177306.29166666666,1.9278098172016216,1.5742541567076371,367891.6666666667,0.8117647058823529
41,64,29,755,684148,2078310,7.33,180,0,0.53,8702010,0,3.03780760887995,57012.333333333336,11546.166666666666,0.2025205072586633,4.187060640616655,684148.0,0.888235294117647
42,38,14,841,1724642,898114,15.2,24,2,0.87,1574917,0,0.5207538723978657,143720.16666666666,37421.416666666664,0.2603769361989329,1.753582507343166,574880.6666666666,0.9894117647058823
43,38,11,538,1731202,757732,16.18,36,0,0.58,9998851,0,0.4376912688409556,144266.83333333334,21048.11111111111,0.14589708961365183,13.19576182608099,1731202.0,0.6329411764705882
44,38,11,418,1136182,473768,8.88,24,1,0.41,9643776,0,0.4169824904812785,94681.83333333333,19740.333333333332,0.20849124524063925,20.355482008071462,568091.0,0.49176470588235294
45,60,32,330,765482,2031135,10.95,360,4,0.4,2756913,1,2.6534066117818575,63790.166666666664,5642.041666666667,0.08844688705939527,1.3573263224748724,153096.4,0.38823529411764707
46,24,3,357,2647059,3871782,10.94,12,3,0.29,5076194,0,1.4626731024884598,220588.25,322648.5,1.4626731024884598,1.3110743321808924,661764.75,0.42
47,27,3,729,1212888,312737,14.63,120,2,0.57,987394,0,0.2578449123084737,101074.0,2606.141666666667,0.02578449123084737,3.1572663292159224,404296.0,0.8576470588235294
48,38,8,509,2774037,2170952,14.59,24,5,0.4,4918434,0,0.7825966272259527,231169.75,90456.33333333333,0.3912983136129763,2.265565521485505,462339.5,0.5988235294117648
49,54,16,676,2702260,1868850,11.71,12,4,0.62,9729734,0,0.6915877820787045,225188.33333333334,155737.5,0.6915877820787044,5.206268025791262,540452.0,0.7952941176470588
50,21,0,513,2848202,1794599,15.44,48,0,0.51,6127984,0,0.6300813636111484,237350.16666666666,37387.479166666664,0.15752034090278708,3.414681497092108,2848202.0,0.6035294117647059
51,41,7,740,1478261,1280901,8.35,240,3,0.23,4956172,0,0.8664917764860197,123188.41666666667,5337.0875,0.04332458882430098,3.8692857605700985,369565.25,0.8705882352941177
52,61,33,386,1887684,1829334,8.29,48,3,0.85,9652309,0,0.9690891060156255,157307.0,38111.125,0.24227227650390637,5.276406058161058,471921.0,0.4541176470588235
53,33,2,813,911989,4540097,14.27,36,3,0.33,3046867,0,4.978236579607868,75999.08333333333,126113.80555555556,1.659412193202623,0.6711017407777852,227997.25,0.9564705882352941
54,50,10,588,1056739,369704,8.5,48,2,0.17,6441096,0,0.3498536535511607,88061.58333333333,7702.166666666667,0.08746341338779018,17.422305411897085,352246.3333333333,0.691764705882353
55,65,13,485,2078512,2766181,15.18,120,2,0.14,7147025,0,1.3308467788494847,173209.33333333334,23051.508333333335,0.13308467788494846,2.583715599232299,692837.3333333334,0.5705882352941176
56,61,7,529,1333463,2383694,17.53,360,0,0.76,7687886,1,1.7875966562251822,111121.91666666667,6621.372222222222,0.05958655520750607,3.2251983685825447,1333463.0,0.6223529411764706
57,44,23,756,509043,2809549,17.36,180,1,0.47,5249481,0,5.519276367615309,42420.25,15608.605555555556,0.36795175784102063,1.8684425863368106,254521.5,0.8894117647058823
58,62,19,736,825798,2986094,7.37,60,3,0.22,998350,0,3.6160102107295002,68816.5,49768.23333333333,0.7232020421459,0.3343330785969899,206449.5,0.8658823529411764
59,22,1,658,1212161,3031570,11.58,12,5,0.31,1064640,1,2.500963155884408,101013.41666666667,252630.83333333334,2.500963155884408,0.35118436981498036,202026.83333333334,0.7741176470588236
60,40,16,520,1400774,4415958,7.9,360,5,0.59,8578270,1,3.1525128250524355,116731.16666666667,12266.55,0.10508376083508117,1.9425615008113755,233462.33333333334,0.611764705882353
61,27,2,309,739925,3050262,15.09,240,1,0.63,591642,1,4.122393485826266,61660.416666666664,12709.425,0.2061196742913133,0.19396432175334447,369962.5,0.3635294117647059
62,60,15,583,2424240,1181883,13.41,180,0,0.72,7850741,0,0.487527225027225,202020.0,6566.016666666666,0.032501815001815,6.642570372871088,2424240.0,0.6858823529411765
63,40,1,590,1887889,3500704,9.45,60,0,0.33,9377181,0,1.8542954591080303,157324.08333333334,58345.066666666666,0.37085909182160604,2.678655778951891,1887889.0,0.6941176470588235
64,33,1,378,1434746,1045805,7.43,120,2,0.45,2518639,0,0.728912992264833,119562.16666666667,8715.041666666666,0.07289129922648328,2.4083256438819856,478248.6666666667,0.4447058823529412
65,27,1,344,1677938,911743,17.11,24,0,0.66,1379375,0,0.5433710899925981,139828.16666666666,37989.291666666664,0.27168554499629904,1.51289891998074,1677938.0,0.4047058823529412
66,47,16,365,1764553,1708796,9.01,12,0,0.7,2573885,0,0.9684016291944759,147046.08333333334,142399.66666666666,0.9684016291944757,1.5062564519111703,1764553.0,0.4294117647058823
67,52,24,394,2598127,4002198,10.98,60,3,0.51,6873557,1,1.540416615508018,216510.58333333334,66703.3,0.3080833231016036,1.7174455136902271,649531.75,0.46352941176470586
68,37,9,381,1662849,1322720,16.22,360,2,0.52,3708851,0,0.7954540670860674,138570.75,3674.222222222222,0.026515135569535577,2.803957753719608,554283.0,0.44823529411764707
69,27,2,748,2278328,137279,17.03,12,1,0.83,1154045,0,0.060254274187035405,189860.66666666666,11439.916666666666,0.060254274187035405,8.406566190021781,1139164.0,0.88
70,46,5,510,1021185,1766677,9.45,240,4,0.54,9512371,1,1.7300263909086013,85098.75,7361.154166666666,0.08650131954543006,5.384329450148499,204237.0,0.6
71,48,6,412,2095748,1834262,17.95,60,2,0.79,7706815,0,0.8752302280617708,174645.66666666666,30571.033333333333,0.17504604561235415,4.201588976929141,698582.6666666666,0.48470588235294115
72,34,2,425,1773068,210426,14.22,180,2,0.33,5071200,0,0.11867903543462519,147755.66666666666,1169.0333333333333,0.00791193569564168,24.099683499187364,591022.6666666666,0.5
73,52,17,411,1110072,4913592,8.07,48,1,0.82,2954197,1,4.426372343415562,92506.0,102366.5,1.1065930858538906,0.6012296096216373,555036.0,0.4835294117647059
74,32,0,603,1301439,4808904,11.09,120,0,0.33,56780,1,3.6950667684002094,108453.25,40074.2,0.3695066768400209,0.011807264191591265,1301439.0,0.7094117647058824
75,45,13,338,1836553,1660488,10.0,180,3,0.56,6028330,0,0.9041329055028633,153046.08333333334,9224.933333333332,0.06027552703352421,3.6304568295585393,459138.25,0.3976470588235294
76,59,27,504,1270870,2403831,14.36,60,4,0.17,7760938,1,1.891484573559845,105905.83333333333,40063.85,0.37829691471196897,3.228570560908816,254174.0,0.5929411764705882
77,36,6,784,1166477,811185,7.82,24,3,0.41,3282972,0,0.695414483097395,97206.41666666667,33799.375,0.3477072415486975,4.0471310490208765,291619.25,0.9223529411764706
78,59,1,442,1090881,1525978,12.04,48,4,0.4,4421793,1,1.3988491870332327,90906.75,31791.208333333332,0.34971229675830817,2.897678079238364,218176.2,0.52
79,21,0,579,422216,2236028,8.36,24,0,0.66,2171369,1,5.295933834814408,35184.666666666664,93167.83333333333,2.647966917407204,0.9710830991382935,422216.0,0.6811764705882353
80,59,12,351,1657681,632944,10.05,360,3,0.86,5337259,0,0.3818249711494552,138140.08333333334,1758.1777777777777,0.01272749903831517,8.432434780960085,414420.25,0.41294117647058826
81,52,23,842,2937379,415962,15.79,360,3,0.8,8638648,0,0.14160991822982325,244781.58333333334,1155.45,0.004720330607660775,20.767877834994543,734344.75,0.9905882352941177
82,50,9,346,2142764,3842027,15.37,60,2,0.72,3763375,1,1.7930238701042205,178563.66666666666,64033.78333333333,0.3586047740208441,0.979528514505494,714254.6666666666,0.40705882352941175
83,34,11,422,1448352,4178534,12.18,36,2,0.73,1831910,1,2.8850265681270852,120696.0,116070.38888888889,0.9616755227090283,0.4384097389180033,482784.0,0.4964705882352941
84,37,1,758,1881690,2852385,7.29,12,1,0.45,6983775,0,1.515863399390973,156807.5,237698.75,1.515863399390973,2.448398445511388,940845.0,0.8917647058823529
85,55,27,671,1225795,3440854,8.88,60,2,0.33,1638039,0,2.807038697335199,102149.58333333333,57347.566666666666,0.5614077394670398,0.4760559442510493,408598.3333333333,0.7894117647058824
86,43,22,584,1793103,3215861,10.99,180,5,0.8,300450,1,1.79346139067304,149425.25,17865.894444444446,0.11956409271153601,0.09342754553135225,298850.5,0.6870588235294117
87,41,3,730,1145180,1305277,16.11,24,0,0.51,7923205,0,1.139800730016242,95431.66666666667,54386.541666666664,0.5699003650081209,6.070133006250781,1145180.0,0.8588235294117647
88,31,7,653,1436401,2742429,9.57,240,0,0.69,4867043,0,1.909236348345622,119700.08333333333,11426.7875,0.09546181741728112,1.7747197830828072,1436401.0,0.768235294117647
89,63,6,575,2989216,4782702,10.27,12,1,0.78,1369180,1,1.599985414235706,249101.33333333334,398558.5,1.599985414235706,0.2862775058952032,1494608.0,0.6764705882352942
90,48,0,365,2794343,2777550,16.02,360,4,0.85,1097540,1,0.9939903583776222,232861.91666666666,7715.416666666667,0.03313301194592074,0.3951468020377671,558868.6,0.4294117647058823
91,59,21,514,827451,2817384,15.92,360,1,0.54,9960069,1,3.404895274765515,68954.25,7826.066666666667,0.1134965091588505,3.535218841308107,413725.5,0.6047058823529412
92,61,35,733,1476338,3992381,9.53,36,4,0.87,2247217,1,2.704245911166684,123028.16666666667,110899.47222222222,0.901415303722228,0.5628763888015698,295267.6,0.8623529411764705
93,36,0,504,2907013,3889727,16.74,12,5,0.22,4892592,1,1.338049399847885,242251.08333333334,324143.9166666667,1.338049399847885,1.2578240066719335,484502.1666666667,0.5929411764705882
94,47,16,586,2827246,4637593,17.93,12,4,0.14,5681670,1,1.640321712366027,235603.83333333334,386466.0833333333,1.6403217123660268,1.225133382769898,565449.2,0.6894117647058824
95,62,2,311,303581,1668592,16.59,36,1,0.51,3504158,1,5.496365055784124,25298.416666666668,46349.77777777778,1.8321216852613746,2.1000688005216372,151790.5,0.3658823529411765
96,42,17,420,1319673,1857656,8.97,48,4,0.86,6184575,1,1.4076638682461489,109972.75,38701.166666666664,0.3519159670615372,3.329235875748793,263934.6,0.49411764705882355
97,22,0,344,1374463,3060908,17.48,36,3,0.46,1256484,1,2.2269846478224586,114538.58333333333,85025.22222222222,0.7423282159408195,0.41049387959389827,343615.75,0.4047058823529412
98,43,21,668,1473902,2305236,15.04,240,2,0.78,4997030,0,1.5640361435156476,122825.16666666667,9605.15,0.07820180717578237,2.167686952659077,491300.6666666667,0.7858823529411765
99,65,0,789,701451,3085349,13.1,48,5,0.14,6072273,0,4.398523916852353,58454.25,64278.104166666664,1.0996309792130883,1.96809923285826,116908.5,0.928235294117647
100,65,35,607,2287399,2235670,15.75,60,5,0.48,4425612,0,0.9773852309981774,190616.58333333334,37261.166666666664,0.19547704619963546,1.9795461763140356,381233.1666666667,0.7141176470588235
101,26,5,691,586075,4807776,12.79,60,3,0.77,8104799,0,8.20334598814145,48839.583333333336,80129.6,1.6406691976282899,1.6857688461359264,146518.75,0.8129411764705883
102,28,7,813,1897218,3026263,14.92,12,2,0.48,4155108,0,1.5951055703667159,158101.5,252188.58333333334,1.5951055703667159,1.3730161588731713,632406.0,0.9564705882352941
103,31,9,704,468593,3803465,14.64,360,4,0.18,8564447,0,8.116777245925569,39049.416666666664,10565.180555555555,0.2705592415308523,2.2517486029186546,93718.6,0.8282352941176471
104,37,5,808,575213,472905,10.7,48,3,0.14,4867420,0,0.8221389294052812,47934.416666666664,9852.1875,0.2055347323513203,10.292595764477008,143803.25,0.9505882352941176
105,22,1,488,1002104,4913641,15.12,120,3,0.6,3399514,1,4.903324405450931,83508.66666666667,40947.00833333333,0.49033244054509306,0.6918523351624589,250526.0,0.5741176470588235
106,41,20,303,1803348,758328,10.75,12,3,0.17,6308978,0,0.4205111825338204,150279.0,63194.0,0.4205111825338204,8.319589939973204,450837.0,0.3564705882352941
107,61,0,746,687430,3271679,15.28,48,2,0.49,5944507,0,4.7592904004771395,57285.833333333336,68159.97916666667,1.1898226001192849,1.8169591209895593,229143.33333333334,0.8776470588235294
108,58,17,767,2311961,880502,17.96,360,2,0.45,9077990,0,0.380846389709861,192663.41666666666,2445.838888888889,0.012694879656995369,10.31001633159266,770653.6666666666,0.9023529411764706
109,43,11,599,1399627,3615558,11.96,360,5,0.42,6708371,1,2.5832296747633476,116635.58333333333,10043.216666666667,0.08610765582544493,1.855417891235599,233271.16666666666,0.7047058823529412
110,42,5,564,1167695,3882158,16.12,120,5,0.29,9919480,1,3.3246335729792453,97307.91666666667,32351.316666666666,0.33246335729792453,2.5551458750519687,194615.83333333334,0.6635294117647059
111,33,7,777,2433894,1976475,9.46,48,5,0.32,6119246,0,0.8120628918104075,202824.5,41176.5625,0.20301572295260187,3.096040172529377,405649.0,0.9141176470588235
112,50,17,796,1727987,3735952,16.27,24,2,0.16,9461836,0,2.1620255244975803,143998.91666666666,155664.66666666666,1.0810127622487902,2.532643888358309,575995.6666666666,0.9364705882352942
113,44,15,301,1963421,586870,14.0,120,4,0.27,3395856,0,0.29890176380918815,163618.41666666666,4890.583333333333,0.029890176380918815,5.786385400514594,392684.2,0.35411764705882354
114,45,8,330,2574437,1773910,10.73,60,5,0.68,5495178,1,0.689047741311984,214536.41666666666,29565.166666666668,0.1378095482623968,3.097777226578575,429072.8333333333,0.38823529411764707
115,59,11,502,1170085,4517524,10.74,60,0,0.43,1070559,1,3.860851134746621,97507.08333333333,75292.06666666667,0.7721702269493242,0.236979150525819,1170085.0,0.5905882352941176
116,61,13,484,2113460,2563165,9.34,24,2,0.22,9584429,0,1.2127814105779149,176121.66666666666,106798.54166666667,0.6063907052889576,3.7392945830642974,704486.6666666666,0.5694117647058824
117,21,0,631,233545,1624467,13.3,60,4,0.75,1456270,1,6.955691622599499,19462.083333333332,27074.45,1.3911383245198998,0.8964601927893888,46709.0,0.7423529411764705
118,25,0,638,1192826,2653126,12.47,120,0,0.82,3407246,1,2.2242355548923314,99402.16666666667,22109.383333333335,0.22242355548923315,1.284238290982034,1192826.0,0.7505882352941177
119,42,20,362,2774686,1754588,12.48,36,0,0.73,3794782,0,0.6323555169846246,231223.83333333334,48738.555555555555,0.21078517232820818,2.1627766746381485,2774686.0,0.4258823529411765
120,28,5,695,2598258,1194239,17.0,12,3,0.11,5761958,0,0.4596306448397349,216521.5,99519.91666666667,0.4596306448397349,4.824794701898028,649564.5,0.8176470588235294
121,43,21,529,2039463,4936489,8.42,36,5,0.74,294709,1,2.420484706023105,169955.25,137124.69444444444,0.806828235341035,0.05970012290111454,339910.5,0.6223529411764706
122,62,30,329,364780,931995,12.16,24,0,0.68,9801701,1,2.5549509293272656,30398.333333333332,38833.125,1.2774754646636328,10.516902987676973,364780.0,0.3870588235294118
123,39,3,496,1064849,2982520,9.6,12,3,0.15,4688408,0,2.8008853837492453,88737.41666666667,248543.33333333334,2.8008853837492453,1.5719619650496894,266212.25,0.5835294117647059
124,48,17,488,1146031,1326007,17.66,48,1,0.23,7268029,0,1.157042872313227,95502.58333333333,27625.145833333332,0.2892607180783068,5.4811392398381,573015.5,0.5741176470588235
125,60,25,318,1421493,1647055,11.39,180,2,0.77,9756785,1,1.1586796417569414,118457.75,9150.305555555555,0.07724530945046276,5.923776073051598,473831.0,0.37411764705882355
126,60,38,545,2526269,757386,8.93,60,0,0.31,3945000,0,0.2998041776232064,210522.41666666666,12623.1,0.059960835524641286,5.208704676347332,2526269.0,0.6411764705882353
127,40,0,496,2117056,4675372,17.26,240,3,0.64,9655228,1,2.2084309531727078,176421.33333333334,19480.716666666667,0.11042154765863539,2.0651250852338596,529264.0,0.5835294117647059
128,64,43,825,920852,1829028,15.11,240,3,0.32,1642210,0,1.986234487192296,76737.66666666667,7620.95,0.09931172435961479,0.8978594094786958,230213.0,0.9705882352941176
129,25,3,315,1307174,4732191,8.33,24,1,0.4,6897440,0,3.620169158811298,108931.16666666667,197174.625,1.810084579405649,1.4575573978311527,653587.0,0.37058823529411766
130,54,16,733,2776355,601142,14.68,36,4,0.17,4183232,0,0.21652202257996545,231362.91666666666,16698.38888888889,0.07217400752665516,6.958808401342778,555271.0,0.8623529411764705
131,50,26,752,834317,3771776,15.89,360,1,0.39,3669886,0,4.520794853754628,69526.41666666667,10477.155555555555,0.1506931617918209,0.9729862006651508,417158.5,0.8847058823529412
132,51,2,361,966683,3226519,10.87,12,0,0.11,8617586,0,3.337721879871685,80556.91666666667,268876.5833333333,3.3377218798716846,2.670861693360554,966683.0,0.42470588235294116
133,58,22,416,376788,2735820,14.18,48,2,0.69,2255228,1,7.260900028663333,31399.0,56996.25,1.8152250071658333,0.8243334722313602,125596.0,0.4894117647058824
134,41,7,372,1430162,3385279,17.58,180,5,0.2,1786235,1,2.3670598156013094,119180.16666666667,18807.105555555554,0.15780398770675394,0.527647795056183,238360.33333333334,0.4376470588235294
135,31,0,627,1163374,2274533,12.44,12,5,0.44,9701300,1,1.9551176147997118,96947.83333333333,189544.41666666666,1.9551176147997118,4.265183226622784,193895.66666666666,0.7376470588235294
136,48,25,767,2167624,2257596,13.56,360,3,0.72,2435222,0,1.0415071986654512,180635.33333333334,6271.1,0.03471690662218171,1.0786792676811972,541906.0,0.9023529411764706
137,51,23,329,257653,2166874,17.13,36,4,0.7,5776228,1,8.410047622189534,21471.083333333332,60190.944444444445,2.8033492073965114,2.6656962979850234,51530.6,0.3870588235294118
138,43,16,406,2865200,4403652,11.47,24,1,0.59,3121137,1,1.5369440178696077,238766.66666666666,183485.5,0.7684720089348038,0.7087610465132123,1432600.0,0.4776470588235294
139,44,1,649,1389321,2597058,10.53,36,1,0.5,8658375,0,1.8693001833269633,115776.75,72140.5,0.6231000611089877,3.3339166857266953,694660.5,0.7635294117647059
140,42,19,496,2325288,2315513,15.43,60,4,0.18,2588177,0,0.9957962196510711,193774.0,38591.88333333333,0.19915924393021422,1.1177553311080526,465057.6,0.5835294117647059
141,62,3,815,1390497,2317292,13.06,240,2,0.66,7777451,0,1.6665206757008466,115874.75,9655.383333333333,0.08332603378504233,3.356267142854677,463499.0,0.9588235294117647
142,28,2,464,1077360,367082,14.18,36,5,0.85,3542290,1,0.3407236207024579,89780.0,10196.722222222223,0.11357454023415263,9.649860249208624,179560.0,0.5458823529411765
143,58,7,665,2887511,135624,17.52,24,0,0.43,5402481,0,0.04696917171917267,240625.91666666666,5651.0,0.02348458585958634,39.8342549991152,2887511.0,0.7823529411764706
144,22,0,494,2726245,2333336,14.41,24,5,0.5,2862094,0,0.8558790570913473,227187.08333333334,97222.33333333333,0.4279395285456736,1.2266103124453571,454374.1666666667,0.5811764705882353
145,42,15,488,1270188,291428,9.06,36,1,0.17,2053669,0,0.2294369022538396,105849.0,8095.222222222223,0.07647896741794653,7.04691724885735,635094.0,0.5741176470588235
146,59,10,570,1870728,3735093,15.09,240,0,0.29,3102300,0,1.9965986503649915,155894.0,15562.8875,0.09982993251824958,0.8305817284870819,1870728.0,0.6705882352941176
147,25,3,646,2762142,1957866,8.72,180,1,0.24,9767096,0,0.708821631907411,230178.5,10877.033333333333,0.047254775460494065,4.988643758050857,1381071.0,0.76
148,49,3,518,1526312,978335,8.59,120,4,0.38,4538190,0,0.6409796948461389,127192.66666666667,8152.791666666667,0.0640979694846139,4.638687157262083,305262.4,0.6094117647058823
149,21,0,403,1373269,2478707,8.4,12,3,0.64,6940095,1,1.8049682909903304,114439.08333333333,206558.91666666666,1.8049682909903304,2.79988518207275,343317.25,0.47411764705882353
150,41,1,428,2114773,4109420,11.99,48,4,0.14,7979391,1,1.9431967402647943,176231.08333333334,85612.91666666667,0.48579918506619857,1.941731679896433,422954.6,0.5035294117647059
151,27,4,491,486618,3670737,13.32,240,3,0.77,423695,1,7.543364610433646,40551.5,15294.7375,0.3771682305216823,0.11542504952002827,121654.5,0.5776470588235294
152,62,0,361,363735,3234479,12.84,12,0,0.12,2359782,0,8.892405185093544,30311.25,269539.9166666667,8.892405185093544,0.7295709757274664,363735.0,0.42470588235294116
153,35,11,403,1228296,1644640,16.36,360,5,0.56,7717140,1,1.3389606414089112,102358.0,4568.444444444444,0.04463202138029704,4.692297402471057,204716.0,0.47411764705882353
154,64,13,380,2647898,3380356,11.07,12,4,0.81,6644660,1,1.2766186612928443,220658.16666666666,281696.3333333333,1.2766186612928443,1.965668704716308,529579.6,0.4470588235294118
155,60,9,752,388188,173286,11.21,360,4,0.34,236605,0,0.4463971065566169,32349.0,481.35,0.01487990355188723,1.3654017058504437,77637.6,0.8847058823529412
